"trading_day","symboltype","InstrumentID"
"20160104",a,a1605
"20160104",ag,ag1606
"20160104",al,al1603
"20160104",au,au1606
"20160104",bu,bu1606
"20160104",c,c1605
"20160104",CF,CF605
"20160104",cs,cs1605
"20160104",cu,cu1602
"20160104",FG,FG605
"20160104",hc,hc1605
"20160104",i,i1605
"20160104",j,j1605
"20160104",jd,jd1605
"20160104",jm,jm1605
"20160104",l,l1605
"20160104",m,m1605
"20160104",MA,MA605
"20160104",ni,ni1605
"20160104",OI,OI605
"20160104",p,p1605
"20160104",pb,pb1602
"20160104",pp,pp1605
"20160104",rb,rb1605
"20160104",RM,RM605
"20160104",ru,ru1605
"20160104",SF,SF601
"20160104",SM,SM601
"20160104",sn,sn1605
"20160104",SR,SR605
"20160104",TA,TA605
"20160104",v,v1605
"20160104",y,y1605
"20160104",ZC,ZC605
"20160104",zn,zn1602
"20160105",a,a1605
"20160105",ag,ag1606
"20160105",al,al1603
"20160105",au,au1606
"20160105",bu,bu1606
"20160105",c,c1605
"20160105",CF,CF605
"20160105",cs,cs1605
"20160105",cu,cu1602
"20160105",cu,cu1603
"20160105",FG,FG605
"20160105",hc,hc1605
"20160105",i,i1605
"20160105",j,j1605
"20160105",jd,jd1605
"20160105",jm,jm1605
"20160105",l,l1605
"20160105",m,m1605
"20160105",MA,MA605
"20160105",ni,ni1605
"20160105",OI,OI605
"20160105",p,p1605
"20160105",pb,pb1602
"20160105",pb,pb1603
"20160105",pp,pp1605
"20160105",rb,rb1605
"20160105",RM,RM605
"20160105",ru,ru1605
"20160105",SF,SF605
"20160105",SM,SM605
"20160105",sn,sn1605
"20160105",SR,SR605
"20160105",TA,TA605
"20160105",v,v1605
"20160105",y,y1605
"20160105",ZC,ZC605
"20160105",zn,zn1602
"20160105",zn,zn1603
"20160106",a,a1605
"20160106",ag,ag1606
"20160106",al,al1603
"20160106",au,au1606
"20160106",bu,bu1606
"20160106",c,c1605
"20160106",CF,CF605
"20160106",cs,cs1605
"20160106",cu,cu1603
"20160106",FG,FG605
"20160106",hc,hc1605
"20160106",i,i1605
"20160106",j,j1605
"20160106",jd,jd1605
"20160106",jm,jm1605
"20160106",l,l1605
"20160106",m,m1605
"20160106",MA,MA605
"20160106",ni,ni1605
"20160106",OI,OI605
"20160106",p,p1605
"20160106",pb,pb1603
"20160106",pp,pp1605
"20160106",rb,rb1605
"20160106",RM,RM605
"20160106",ru,ru1605
"20160106",SF,SF605
"20160106",SM,SM605
"20160106",sn,sn1605
"20160106",SR,SR605
"20160106",TA,TA605
"20160106",v,v1605
"20160106",y,y1605
"20160106",ZC,ZC605
"20160106",zn,zn1603
"20160107",a,a1605
"20160107",ag,ag1606
"20160107",al,al1603
"20160107",au,au1606
"20160107",bu,bu1606
"20160107",c,c1605
"20160107",CF,CF605
"20160107",cs,cs1605
"20160107",cu,cu1603
"20160107",FG,FG605
"20160107",hc,hc1605
"20160107",i,i1605
"20160107",j,j1605
"20160107",jd,jd1605
"20160107",jm,jm1605
"20160107",l,l1605
"20160107",m,m1605
"20160107",MA,MA605
"20160107",ni,ni1605
"20160107",OI,OI605
"20160107",p,p1605
"20160107",pb,pb1603
"20160107",pp,pp1605
"20160107",rb,rb1605
"20160107",RM,RM605
"20160107",ru,ru1605
"20160107",SF,SF605
"20160107",SM,SM605
"20160107",sn,sn1605
"20160107",SR,SR605
"20160107",TA,TA605
"20160107",v,v1605
"20160107",y,y1605
"20160107",ZC,ZC605
"20160107",zn,zn1603
"20160108",a,a1605
"20160108",ag,ag1606
"20160108",al,al1603
"20160108",au,au1606
"20160108",bu,bu1606
"20160108",c,c1605
"20160108",CF,CF605
"20160108",cs,cs1605
"20160108",cu,cu1603
"20160108",FG,FG605
"20160108",hc,hc1605
"20160108",i,i1605
"20160108",j,j1605
"20160108",jd,jd1605
"20160108",jm,jm1605
"20160108",l,l1605
"20160108",m,m1605
"20160108",MA,MA605
"20160108",ni,ni1605
"20160108",OI,OI605
"20160108",p,p1605
"20160108",pb,pb1603
"20160108",pp,pp1605
"20160108",rb,rb1605
"20160108",RM,RM605
"20160108",ru,ru1605
"20160108",SF,SF605
"20160108",SM,SM605
"20160108",sn,sn1605
"20160108",SR,SR605
"20160108",TA,TA605
"20160108",v,v1605
"20160108",y,y1605
"20160108",ZC,ZC605
"20160108",zn,zn1603
"20160111",a,a1605
"20160111",ag,ag1606
"20160111",al,al1603
"20160111",au,au1606
"20160111",bu,bu1606
"20160111",c,c1605
"20160111",CF,CF605
"20160111",cs,cs1605
"20160111",cu,cu1603
"20160111",FG,FG605
"20160111",hc,hc1605
"20160111",i,i1605
"20160111",j,j1605
"20160111",jd,jd1605
"20160111",jm,jm1605
"20160111",l,l1605
"20160111",m,m1605
"20160111",MA,MA605
"20160111",ni,ni1605
"20160111",OI,OI605
"20160111",p,p1605
"20160111",pb,pb1603
"20160111",pp,pp1605
"20160111",rb,rb1605
"20160111",RM,RM605
"20160111",ru,ru1605
"20160111",SF,SF605
"20160111",SM,SM605
"20160111",sn,sn1605
"20160111",SR,SR605
"20160111",TA,TA605
"20160111",v,v1605
"20160111",y,y1605
"20160111",ZC,ZC605
"20160111",zn,zn1603
"20160112",a,a1605
"20160112",ag,ag1606
"20160112",al,al1603
"20160112",au,au1606
"20160112",bu,bu1606
"20160112",c,c1605
"20160112",CF,CF605
"20160112",cs,cs1605
"20160112",cu,cu1603
"20160112",FG,FG605
"20160112",hc,hc1605
"20160112",i,i1605
"20160112",j,j1605
"20160112",jd,jd1605
"20160112",jm,jm1605
"20160112",l,l1605
"20160112",m,m1605
"20160112",MA,MA605
"20160112",ni,ni1605
"20160112",OI,OI605
"20160112",p,p1605
"20160112",pb,pb1603
"20160112",pp,pp1605
"20160112",rb,rb1605
"20160112",RM,RM605
"20160112",ru,ru1605
"20160112",SF,SF605
"20160112",SM,SM605
"20160112",sn,sn1605
"20160112",SR,SR605
"20160112",TA,TA605
"20160112",v,v1605
"20160112",y,y1605
"20160112",ZC,ZC605
"20160112",zn,zn1603
"20160113",a,a1605
"20160113",ag,ag1606
"20160113",al,al1603
"20160113",au,au1606
"20160113",bu,bu1606
"20160113",c,c1605
"20160113",CF,CF605
"20160113",cs,cs1605
"20160113",cu,cu1603
"20160113",FG,FG605
"20160113",hc,hc1605
"20160113",i,i1605
"20160113",j,j1605
"20160113",jd,jd1605
"20160113",jm,jm1605
"20160113",l,l1605
"20160113",m,m1605
"20160113",MA,MA605
"20160113",ni,ni1605
"20160113",OI,OI605
"20160113",p,p1605
"20160113",pb,pb1603
"20160113",pp,pp1605
"20160113",rb,rb1605
"20160113",RM,RM605
"20160113",ru,ru1605
"20160113",SF,SF605
"20160113",SM,SM605
"20160113",sn,sn1605
"20160113",SR,SR605
"20160113",TA,TA605
"20160113",v,v1605
"20160113",y,y1605
"20160113",ZC,ZC605
"20160113",zn,zn1603
"20160114",a,a1605
"20160114",ag,ag1606
"20160114",al,al1603
"20160114",au,au1606
"20160114",bu,bu1606
"20160114",c,c1605
"20160114",CF,CF605
"20160114",cs,cs1605
"20160114",cu,cu1603
"20160114",FG,FG605
"20160114",hc,hc1605
"20160114",i,i1605
"20160114",j,j1605
"20160114",jd,jd1605
"20160114",jm,jm1605
"20160114",l,l1605
"20160114",m,m1605
"20160114",MA,MA605
"20160114",ni,ni1605
"20160114",OI,OI605
"20160114",p,p1605
"20160114",pb,pb1603
"20160114",pp,pp1605
"20160114",rb,rb1605
"20160114",RM,RM605
"20160114",ru,ru1605
"20160114",SF,SF605
"20160114",SM,SM605
"20160114",sn,sn1605
"20160114",SR,SR605
"20160114",TA,TA605
"20160114",v,v1605
"20160114",y,y1605
"20160114",ZC,ZC605
"20160114",zn,zn1603
"20160115",a,a1605
"20160115",ag,ag1606
"20160115",al,al1603
"20160115",au,au1606
"20160115",bu,bu1606
"20160115",c,c1605
"20160115",CF,CF605
"20160115",cs,cs1605
"20160115",cu,cu1603
"20160115",FG,FG605
"20160115",hc,hc1605
"20160115",i,i1605
"20160115",j,j1605
"20160115",jd,jd1605
"20160115",jm,jm1605
"20160115",l,l1605
"20160115",m,m1605
"20160115",MA,MA605
"20160115",ni,ni1605
"20160115",OI,OI605
"20160115",p,p1605
"20160115",pb,pb1603
"20160115",pp,pp1605
"20160115",rb,rb1605
"20160115",RM,RM605
"20160115",ru,ru1605
"20160115",SF,SF605
"20160115",SM,SM605
"20160115",sn,sn1605
"20160115",SR,SR605
"20160115",TA,TA605
"20160115",v,v1605
"20160115",y,y1605
"20160115",ZC,ZC605
"20160115",zn,zn1603
"20160116",ag,ag1606
"20160116",al,al1603
"20160116",au,au1606
"20160116",bu,bu1606
"20160116",cu,cu1603
"20160116",hc,hc1605
"20160116",ni,ni1605
"20160116",pb,pb1603
"20160116",rb,rb1605
"20160116",sn,sn1605
"20160116",zn,zn1603
"20160118",a,a1605
"20160118",ag,ag1606
"20160118",al,al1603
"20160118",au,au1606
"20160118",bu,bu1606
"20160118",c,c1605
"20160118",CF,CF605
"20160118",cs,cs1605
"20160118",cu,cu1603
"20160118",FG,FG605
"20160118",hc,hc1605
"20160118",i,i1605
"20160118",j,j1605
"20160118",jd,jd1605
"20160118",jm,jm1605
"20160118",l,l1605
"20160118",m,m1605
"20160118",MA,MA605
"20160118",ni,ni1605
"20160118",OI,OI605
"20160118",p,p1605
"20160118",pb,pb1603
"20160118",pp,pp1605
"20160118",rb,rb1605
"20160118",RM,RM605
"20160118",ru,ru1605
"20160118",SF,SF605
"20160118",SM,SM605
"20160118",sn,sn1605
"20160118",SR,SR605
"20160118",TA,TA605
"20160118",v,v1605
"20160118",y,y1605
"20160118",ZC,ZC605
"20160118",zn,zn1603
"20160119",a,a1605
"20160119",ag,ag1606
"20160119",al,al1603
"20160119",au,au1606
"20160119",bu,bu1606
"20160119",c,c1609
"20160119",CF,CF605
"20160119",cs,cs1605
"20160119",cu,cu1603
"20160119",FG,FG605
"20160119",hc,hc1605
"20160119",i,i1605
"20160119",j,j1605
"20160119",jd,jd1605
"20160119",jm,jm1605
"20160119",l,l1605
"20160119",m,m1605
"20160119",MA,MA605
"20160119",ni,ni1605
"20160119",OI,OI605
"20160119",p,p1605
"20160119",pb,pb1603
"20160119",pp,pp1605
"20160119",rb,rb1605
"20160119",RM,RM605
"20160119",ru,ru1605
"20160119",SF,SF605
"20160119",SM,SM605
"20160119",sn,sn1605
"20160119",SR,SR605
"20160119",TA,TA605
"20160119",v,v1605
"20160119",y,y1605
"20160119",ZC,ZC605
"20160119",zn,zn1603
"20160120",a,a1605
"20160120",ag,ag1606
"20160120",al,al1603
"20160120",au,au1606
"20160120",bu,bu1606
"20160120",c,c1605
"20160120",CF,CF605
"20160120",cs,cs1605
"20160120",cu,cu1603
"20160120",FG,FG605
"20160120",hc,hc1605
"20160120",i,i1605
"20160120",j,j1605
"20160120",jd,jd1605
"20160120",jm,jm1605
"20160120",l,l1605
"20160120",m,m1605
"20160120",MA,MA605
"20160120",ni,ni1605
"20160120",OI,OI605
"20160120",p,p1605
"20160120",pb,pb1603
"20160120",pp,pp1605
"20160120",rb,rb1605
"20160120",RM,RM605
"20160120",ru,ru1605
"20160120",SF,SF605
"20160120",SM,SM605
"20160120",sn,sn1605
"20160120",SR,SR605
"20160120",TA,TA605
"20160120",v,v1605
"20160120",y,y1605
"20160120",ZC,ZC605
"20160120",zn,zn1603
"20160121",a,a1605
"20160121",ag,ag1606
"20160121",al,al1603
"20160121",au,au1606
"20160121",bu,bu1606
"20160121",c,c1605
"20160121",CF,CF605
"20160121",cs,cs1605
"20160121",cu,cu1603
"20160121",FG,FG605
"20160121",hc,hc1605
"20160121",i,i1605
"20160121",j,j1605
"20160121",jd,jd1605
"20160121",jm,jm1605
"20160121",l,l1605
"20160121",m,m1605
"20160121",MA,MA605
"20160121",ni,ni1605
"20160121",OI,OI605
"20160121",p,p1605
"20160121",pb,pb1603
"20160121",pp,pp1605
"20160121",rb,rb1605
"20160121",RM,RM605
"20160121",ru,ru1605
"20160121",SF,SF605
"20160121",SM,SM605
"20160121",sn,sn1605
"20160121",SR,SR605
"20160121",TA,TA605
"20160121",v,v1605
"20160121",y,y1605
"20160121",ZC,ZC605
"20160121",zn,zn1603
"20160122",a,a1605
"20160122",ag,ag1606
"20160122",al,al1603
"20160122",au,au1606
"20160122",bu,bu1606
"20160122",c,c1605
"20160122",CF,CF605
"20160122",cs,cs1605
"20160122",cu,cu1603
"20160122",FG,FG605
"20160122",hc,hc1605
"20160122",i,i1605
"20160122",j,j1605
"20160122",jd,jd1605
"20160122",jm,jm1605
"20160122",l,l1605
"20160122",m,m1605
"20160122",MA,MA605
"20160122",ni,ni1605
"20160122",OI,OI605
"20160122",p,p1605
"20160122",pb,pb1603
"20160122",pp,pp1605
"20160122",rb,rb1605
"20160122",RM,RM605
"20160122",ru,ru1605
"20160122",SF,SF605
"20160122",SM,SM605
"20160122",sn,sn1605
"20160122",SR,SR605
"20160122",TA,TA605
"20160122",v,v1605
"20160122",y,y1605
"20160122",ZC,ZC605
"20160122",zn,zn1603
"20160123",ag,ag1606
"20160123",al,al1603
"20160123",au,au1606
"20160123",bu,bu1606
"20160123",cu,cu1603
"20160123",hc,hc1605
"20160123",ni,ni1605
"20160123",pb,pb1603
"20160123",rb,rb1605
"20160123",sn,sn1605
"20160123",zn,zn1603
"20160125",a,a1605
"20160125",ag,ag1606
"20160125",al,al1603
"20160125",au,au1606
"20160125",bu,bu1606
"20160125",c,c1605
"20160125",CF,CF605
"20160125",cs,cs1605
"20160125",cu,cu1603
"20160125",FG,FG605
"20160125",hc,hc1605
"20160125",i,i1605
"20160125",j,j1605
"20160125",jd,jd1605
"20160125",jm,jm1605
"20160125",l,l1605
"20160125",m,m1605
"20160125",MA,MA605
"20160125",ni,ni1605
"20160125",OI,OI605
"20160125",p,p1605
"20160125",pb,pb1603
"20160125",pp,pp1605
"20160125",rb,rb1605
"20160125",RM,RM605
"20160125",ru,ru1605
"20160125",SF,SF605
"20160125",SM,SM605
"20160125",sn,sn1605
"20160125",SR,SR605
"20160125",TA,TA605
"20160125",v,v1605
"20160125",y,y1605
"20160125",ZC,ZC605
"20160125",zn,zn1603
"20160126",a,a1605
"20160126",ag,ag1606
"20160126",al,al1603
"20160126",au,au1606
"20160126",bu,bu1606
"20160126",c,c1609
"20160126",CF,CF605
"20160126",cs,cs1605
"20160126",cu,cu1603
"20160126",FG,FG605
"20160126",hc,hc1605
"20160126",i,i1605
"20160126",j,j1605
"20160126",jd,jd1605
"20160126",jm,jm1605
"20160126",l,l1605
"20160126",m,m1605
"20160126",MA,MA605
"20160126",ni,ni1605
"20160126",OI,OI605
"20160126",p,p1605
"20160126",pb,pb1603
"20160126",pp,pp1605
"20160126",rb,rb1605
"20160126",RM,RM605
"20160126",ru,ru1605
"20160126",SF,SF605
"20160126",SM,SM605
"20160126",sn,sn1605
"20160126",SR,SR605
"20160126",TA,TA605
"20160126",v,v1605
"20160126",y,y1605
"20160126",ZC,ZC605
"20160126",zn,zn1603
"20160127",a,a1605
"20160127",ag,ag1606
"20160127",al,al1603
"20160127",au,au1606
"20160127",bu,bu1606
"20160127",c,c1605
"20160127",CF,CF605
"20160127",cs,cs1605
"20160127",cu,cu1603
"20160127",FG,FG605
"20160127",hc,hc1605
"20160127",i,i1605
"20160127",j,j1605
"20160127",jd,jd1605
"20160127",jm,jm1605
"20160127",l,l1605
"20160127",m,m1605
"20160127",MA,MA605
"20160127",ni,ni1605
"20160127",OI,OI605
"20160127",p,p1605
"20160127",pb,pb1603
"20160127",pp,pp1605
"20160127",rb,rb1605
"20160127",RM,RM605
"20160127",ru,ru1605
"20160127",SF,SF605
"20160127",SM,SM605
"20160127",sn,sn1605
"20160127",SR,SR605
"20160127",TA,TA605
"20160127",v,v1605
"20160127",y,y1605
"20160127",ZC,ZC605
"20160127",zn,zn1603
"20160128",a,a1605
"20160128",ag,ag1606
"20160128",al,al1603
"20160128",au,au1606
"20160128",bu,bu1606
"20160128",c,c1605
"20160128",CF,CF605
"20160128",cs,cs1605
"20160128",cu,cu1603
"20160128",FG,FG605
"20160128",hc,hc1605
"20160128",i,i1605
"20160128",j,j1605
"20160128",jd,jd1605
"20160128",jm,jm1605
"20160128",l,l1605
"20160128",m,m1605
"20160128",MA,MA605
"20160128",ni,ni1605
"20160128",OI,OI605
"20160128",p,p1605
"20160128",pb,pb1603
"20160128",pp,pp1605
"20160128",rb,rb1605
"20160128",RM,RM605
"20160128",ru,ru1605
"20160128",SF,SF605
"20160128",SM,SM605
"20160128",sn,sn1605
"20160128",SR,SR605
"20160128",TA,TA605
"20160128",v,v1605
"20160128",y,y1605
"20160128",ZC,ZC605
"20160128",zn,zn1603
"20160129",a,a1605
"20160129",ag,ag1606
"20160129",al,al1603
"20160129",au,au1606
"20160129",bu,bu1606
"20160129",c,c1605
"20160129",CF,CF605
"20160129",cs,cs1605
"20160129",cu,cu1603
"20160129",FG,FG605
"20160129",hc,hc1605
"20160129",i,i1605
"20160129",j,j1605
"20160129",jd,jd1605
"20160129",jm,jm1605
"20160129",l,l1605
"20160129",m,m1605
"20160129",MA,MA605
"20160129",ni,ni1605
"20160129",OI,OI605
"20160129",p,p1605
"20160129",pb,pb1603
"20160129",pp,pp1605
"20160129",rb,rb1605
"20160129",RM,RM605
"20160129",ru,ru1605
"20160129",SF,SF605
"20160129",SM,SM605
"20160129",sn,sn1605
"20160129",SR,SR605
"20160129",TA,TA605
"20160129",v,v1605
"20160129",y,y1605
"20160129",ZC,ZC605
"20160129",zn,zn1603
"20160201",a,a1605
"20160201",ag,ag1606
"20160201",al,al1603
"20160201",al,al1604
"20160201",au,au1606
"20160201",bu,bu1606
"20160201",c,c1605
"20160201",CF,CF605
"20160201",CF,CF609
"20160201",cs,cs1605
"20160201",cu,cu1603
"20160201",FG,FG605
"20160201",hc,hc1605
"20160201",i,i1605
"20160201",j,j1605
"20160201",jd,jd1605
"20160201",jm,jm1605
"20160201",l,l1605
"20160201",m,m1605
"20160201",MA,MA605
"20160201",ni,ni1605
"20160201",OI,OI605
"20160201",p,p1605
"20160201",pb,pb1603
"20160201",pp,pp1605
"20160201",rb,rb1605
"20160201",RM,RM605
"20160201",ru,ru1605
"20160201",SF,SF605
"20160201",SM,SM605
"20160201",sn,sn1605
"20160201",SR,SR605
"20160201",TA,TA605
"20160201",v,v1605
"20160201",y,y1605
"20160201",ZC,ZC605
"20160201",zn,zn1603
"20160202",a,a1605
"20160202",ag,ag1606
"20160202",al,al1604
"20160202",au,au1606
"20160202",bu,bu1606
"20160202",c,c1605
"20160202",CF,CF605
"20160202",CF,CF609
"20160202",cs,cs1605
"20160202",cu,cu1603
"20160202",FG,FG605
"20160202",hc,hc1605
"20160202",i,i1605
"20160202",j,j1605
"20160202",jd,jd1605
"20160202",jm,jm1605
"20160202",l,l1605
"20160202",m,m1605
"20160202",MA,MA605
"20160202",ni,ni1605
"20160202",OI,OI605
"20160202",p,p1605
"20160202",pb,pb1603
"20160202",pp,pp1605
"20160202",rb,rb1605
"20160202",RM,RM605
"20160202",ru,ru1605
"20160202",SF,SF605
"20160202",SM,SM605
"20160202",sn,sn1605
"20160202",SR,SR605
"20160202",TA,TA605
"20160202",v,v1605
"20160202",y,y1605
"20160202",ZC,ZC605
"20160202",zn,zn1603
"20160203",a,a1605
"20160203",ag,ag1606
"20160203",al,al1604
"20160203",au,au1606
"20160203",bu,bu1606
"20160203",c,c1605
"20160203",CF,CF605
"20160203",CF,CF609
"20160203",cs,cs1605
"20160203",cu,cu1603
"20160203",FG,FG605
"20160203",hc,hc1605
"20160203",i,i1605
"20160203",j,j1605
"20160203",jd,jd1605
"20160203",jm,jm1605
"20160203",l,l1605
"20160203",m,m1605
"20160203",MA,MA605
"20160203",ni,ni1605
"20160203",OI,OI605
"20160203",p,p1605
"20160203",pb,pb1603
"20160203",pp,pp1605
"20160203",rb,rb1605
"20160203",RM,RM605
"20160203",ru,ru1605
"20160203",SF,SF605
"20160203",SM,SM605
"20160203",sn,sn1605
"20160203",SR,SR605
"20160203",TA,TA605
"20160203",v,v1605
"20160203",y,y1605
"20160203",ZC,ZC605
"20160203",zn,zn1603
"20160203",zn,zn1604
"20160204",a,a1605
"20160204",ag,ag1606
"20160204",al,al1604
"20160204",au,au1606
"20160204",bu,bu1606
"20160204",c,c1605
"20160204",CF,CF609
"20160204",cs,cs1605
"20160204",cu,cu1603
"20160204",FG,FG605
"20160204",hc,hc1605
"20160204",i,i1605
"20160204",j,j1605
"20160204",jd,jd1605
"20160204",jm,jm1605
"20160204",l,l1605
"20160204",m,m1605
"20160204",MA,MA605
"20160204",ni,ni1605
"20160204",OI,OI605
"20160204",p,p1605
"20160204",pb,pb1603
"20160204",pp,pp1605
"20160204",rb,rb1605
"20160204",RM,RM605
"20160204",ru,ru1605
"20160204",SF,SF605
"20160204",SM,SM605
"20160204",sn,sn1605
"20160204",SR,SR605
"20160204",TA,TA605
"20160204",v,v1605
"20160204",y,y1605
"20160204",ZC,ZC605
"20160204",zn,zn1604
"20160205",a,a1605
"20160205",ag,ag1606
"20160205",al,al1604
"20160205",au,au1606
"20160205",bu,bu1606
"20160205",c,c1605
"20160205",CF,CF609
"20160205",cs,cs1605
"20160205",cu,cu1603
"20160205",FG,FG605
"20160205",hc,hc1605
"20160205",i,i1605
"20160205",j,j1605
"20160205",jd,jd1605
"20160205",jm,jm1605
"20160205",l,l1605
"20160205",m,m1605
"20160205",MA,MA605
"20160205",ni,ni1605
"20160205",OI,OI605
"20160205",p,p1605
"20160205",pb,pb1603
"20160205",pp,pp1605
"20160205",rb,rb1605
"20160205",RM,RM605
"20160205",ru,ru1605
"20160205",SF,SF605
"20160205",SM,SM605
"20160205",sn,sn1605
"20160205",SR,SR605
"20160205",TA,TA605
"20160205",v,v1605
"20160205",y,y1605
"20160205",ZC,ZC605
"20160205",zn,zn1604
"20160215",a,a1605
"20160215",ag,ag1606
"20160215",al,al1604
"20160215",au,au1606
"20160215",bu,bu1606
"20160215",c,c1605
"20160215",CF,CF605
"20160215",CF,CF609
"20160215",cs,cs1605
"20160215",cu,cu1603
"20160215",cu,cu1604
"20160215",FG,FG605
"20160215",hc,hc1605
"20160215",i,i1605
"20160215",j,j1605
"20160215",jd,jd1605
"20160215",jm,jm1605
"20160215",l,l1605
"20160215",m,m1605
"20160215",MA,MA605
"20160215",ni,ni1605
"20160215",OI,OI605
"20160215",p,p1605
"20160215",pb,pb1603
"20160215",pb,pb1604
"20160215",pp,pp1605
"20160215",rb,rb1605
"20160215",RM,RM605
"20160215",ru,ru1605
"20160215",SF,SF605
"20160215",SM,SM605
"20160215",sn,sn1605
"20160215",SR,SR605
"20160215",TA,TA605
"20160215",v,v1605
"20160215",y,y1605
"20160215",ZC,ZC605
"20160215",zn,zn1604
"20160216",a,a1605
"20160216",ag,ag1606
"20160216",al,al1604
"20160216",au,au1606
"20160216",bu,bu1606
"20160216",c,c1605
"20160216",CF,CF609
"20160216",cs,cs1605
"20160216",cu,cu1604
"20160216",FG,FG605
"20160216",hc,hc1605
"20160216",i,i1605
"20160216",j,j1605
"20160216",jd,jd1605
"20160216",jm,jm1605
"20160216",l,l1605
"20160216",m,m1605
"20160216",MA,MA605
"20160216",ni,ni1605
"20160216",OI,OI605
"20160216",p,p1605
"20160216",pb,pb1604
"20160216",pp,pp1605
"20160216",rb,rb1605
"20160216",RM,RM605
"20160216",ru,ru1605
"20160216",SF,SF605
"20160216",SM,SM605
"20160216",sn,sn1605
"20160216",SR,SR605
"20160216",TA,TA605
"20160216",v,v1605
"20160216",y,y1605
"20160216",ZC,ZC605
"20160216",zn,zn1604
"20160217",a,a1605
"20160217",ag,ag1606
"20160217",al,al1604
"20160217",au,au1606
"20160217",bu,bu1606
"20160217",c,c1605
"20160217",CF,CF609
"20160217",cs,cs1605
"20160217",cu,cu1604
"20160217",FG,FG605
"20160217",hc,hc1605
"20160217",i,i1605
"20160217",j,j1605
"20160217",jd,jd1605
"20160217",jm,jm1605
"20160217",l,l1605
"20160217",m,m1605
"20160217",MA,MA605
"20160217",ni,ni1605
"20160217",OI,OI605
"20160217",p,p1605
"20160217",pb,pb1604
"20160217",pp,pp1605
"20160217",rb,rb1605
"20160217",RM,RM605
"20160217",ru,ru1605
"20160217",SF,SF605
"20160217",SM,SM605
"20160217",sn,sn1605
"20160217",SR,SR605
"20160217",TA,TA605
"20160217",v,v1605
"20160217",y,y1605
"20160217",ZC,ZC605
"20160217",zn,zn1604
"20160218",a,a1605
"20160218",ag,ag1606
"20160218",al,al1604
"20160218",au,au1606
"20160218",bu,bu1606
"20160218",c,c1605
"20160218",CF,CF609
"20160218",cs,cs1605
"20160218",cu,cu1604
"20160218",FG,FG605
"20160218",hc,hc1605
"20160218",i,i1605
"20160218",j,j1605
"20160218",jd,jd1605
"20160218",jm,jm1605
"20160218",l,l1605
"20160218",m,m1605
"20160218",MA,MA605
"20160218",ni,ni1605
"20160218",OI,OI605
"20160218",p,p1605
"20160218",pb,pb1604
"20160218",pp,pp1605
"20160218",rb,rb1605
"20160218",RM,RM605
"20160218",ru,ru1605
"20160218",SF,SF605
"20160218",SM,SM605
"20160218",sn,sn1605
"20160218",SR,SR605
"20160218",TA,TA605
"20160218",v,v1605
"20160218",y,y1605
"20160218",ZC,ZC605
"20160218",zn,zn1604
"20160219",a,a1605
"20160219",ag,ag1606
"20160219",al,al1604
"20160219",au,au1606
"20160219",bu,bu1606
"20160219",c,c1605
"20160219",CF,CF609
"20160219",cs,cs1605
"20160219",cu,cu1604
"20160219",FG,FG605
"20160219",hc,hc1605
"20160219",i,i1605
"20160219",j,j1605
"20160219",jd,jd1605
"20160219",jm,jm1605
"20160219",l,l1605
"20160219",m,m1605
"20160219",MA,MA605
"20160219",ni,ni1605
"20160219",OI,OI605
"20160219",p,p1605
"20160219",pb,pb1604
"20160219",pp,pp1605
"20160219",rb,rb1605
"20160219",RM,RM605
"20160219",ru,ru1605
"20160219",SF,SF605
"20160219",SM,SM605
"20160219",sn,sn1605
"20160219",SR,SR605
"20160219",TA,TA605
"20160219",v,v1605
"20160219",y,y1605
"20160219",ZC,ZC605
"20160219",zn,zn1604
"20160220",ag,ag1606
"20160220",al,al1604
"20160220",au,au1606
"20160220",bu,bu1606
"20160220",cu,cu1604
"20160220",hc,hc1605
"20160220",ni,ni1605
"20160220",pb,pb1604
"20160220",rb,rb1605
"20160220",sn,sn1605
"20160220",zn,zn1604
"20160222",a,a1605
"20160222",ag,ag1606
"20160222",al,al1604
"20160222",au,au1606
"20160222",bu,bu1606
"20160222",c,c1609
"20160222",CF,CF609
"20160222",cs,cs1605
"20160222",cu,cu1604
"20160222",FG,FG605
"20160222",hc,hc1605
"20160222",i,i1605
"20160222",j,j1605
"20160222",jd,jd1605
"20160222",jm,jm1605
"20160222",l,l1605
"20160222",m,m1605
"20160222",MA,MA605
"20160222",ni,ni1605
"20160222",OI,OI605
"20160222",p,p1605
"20160222",pb,pb1604
"20160222",pp,pp1605
"20160222",rb,rb1605
"20160222",RM,RM605
"20160222",ru,ru1605
"20160222",SF,SF605
"20160222",SM,SM605
"20160222",sn,sn1605
"20160222",SR,SR605
"20160222",TA,TA605
"20160222",v,v1605
"20160222",y,y1605
"20160222",ZC,ZC605
"20160222",zn,zn1604
"20160223",a,a1605
"20160223",ag,ag1606
"20160223",al,al1604
"20160223",au,au1606
"20160223",bu,bu1606
"20160223",c,c1605
"20160223",CF,CF609
"20160223",cs,cs1605
"20160223",cu,cu1604
"20160223",FG,FG605
"20160223",hc,hc1605
"20160223",i,i1605
"20160223",j,j1605
"20160223",jd,jd1605
"20160223",jm,jm1605
"20160223",l,l1605
"20160223",m,m1605
"20160223",MA,MA605
"20160223",ni,ni1605
"20160223",OI,OI605
"20160223",p,p1605
